                       Rpile_in_s1
date                              
2022 Mar 17 01:00:00  4.429504e+27
2022 Mar 17 01:05:00  7.080816e+31
2022 Mar 17 01:15:00  1.157819e+27
2022 Mar 17 01:30:00  1.157819e+27
2022 Mar 17 01:40:00  2.992681e+12
2022 Mar 17 01:45:00  3.393681e+27
2022 Mar 17 01:50:00  1.014120e+31
2022 Mar 17 01:55:00  1.157819e+27
2022 Mar 17 02:00:00  1.717713e+19
2022 Mar 17 02:10:00  6.416945e+13
2022 Mar 17 02:30:00  1.049607e+12
2022 Mar 17 02:35:00  1.080538e+27
2022 Mar 17 02:40:00  1.081422e+24
2022 Mar 17 02:55:00  1.036681e+27
2022 Mar 17 03:00:00  1.887859e+28
2022 Mar 17 03:15:00  1.036681e+27
2022 Mar 17 09:40:00  2.000000e+04
2022 Mar 17 10:15:00  5.211576e+03
2022 Mar 17 12:10:00  2.227800e+04
2022 Mar 17 13:25:00  2.716100e+04
2022 Mar 17 14:00:00  5.388542e+03
2022 Mar 17 14:50:00  2.613840e+04
                      Rpile_out_cr_s4
date                                 
2022 Mar 17 00:10:00     6.013071e+07
2022 Mar 17 00:20:00     1.036681e+27
2022 Mar 17 00:45:00     2.566603e+14
2022 Mar 17 00:50:00     1.014120e+31
2022 Mar 17 01:10:00     4.801152e+30
2022 Mar 17 01:15:00     2.840414e+29
2022 Mar 17 01:30:00     4.624513e+30
2022 Mar 17 01:55:00     1.817495e+31
2022 Mar 17 02:00:00     4.429504e+27
2022 Mar 17 02:20:00     2.902920e+32
2022 Mar 17 02:35:00     1.157819e+27
2022 Mar 17 02:45:00     1.014120e+31
2022 Mar 17 02:50:00     4.631198e+27
2022 Mar 17 12:00:00     2.000000e+04
2022 Mar 17 13:15:00     2.000000e+04
2022 Mar 17 14:30:00     2.000000e+04
2022 Mar 17 14:50:00     2.466660e+04
2022 Mar 17 15:55:00     2.000000e+04
2022 Mar 17 17:35:00     5.226717e+03
2022 Mar 17 18:35:00     5.097003e+03
2022 Mar 17 21:20:00     5.278817e+03
                      Rpile_out_s9
date                              
2022 Mar 17 00:00:00  4.467459e+21
2022 Mar 17 00:10:00  6.595080e+22
